771,"leukemia, lymphoid"
772,multiple sclerosis
773,personality disorders
774,psychomotor disorders
775,peripheral vascular diseases
776,growth disorders
777,"diabetes insipidus, nephrogenic"
778,olfaction disorders
779,ascites
780,cerebellar diseases
781,color vision defects
782,eye diseases
783,hypercalcemia
784,hyperthyroidism
785,lipidoses
786,muscular atrophy
787,neuromuscular diseases
788,ophthalmoplegia
789,optic atrophy
790,optic nerve diseases
791,sick sinus syndrome
792,sinoatrial block
793,splenomegaly
794,"gait disorders, neurologic"
795,photophobia
796,"jaundice, obstructive"
797,enuresis
798,hearing disorders
799,ocular motility disorders
800,miosis
801,hearing loss
802,prenatal injuries
803,stupor
804,"encephalomyelitis, autoimmune, experimental"
805,heroin dependence
806,pericarditis
807,adenoma
808,"brain diseases, metabolic"
809,brain neoplasms
810,deafness
811,gastroenteritis
812,muscle hypotonia
813,staphylococcal infections
814,testicular neoplasms
815,ulcer
816,hiccup
817,paraplegia
818,low back pain
819,"liver cirrhosis, biliary"
820,"leukemia, lymphocytic, chronic, b-cell"
821,gynecomastia
822,hydronephrosis
823,meningitis
824,pituitary neoplasms
825,raynaud disease
826,opioid-related disorders
827,neonatal abstinence syndrome
828,peritonitis
829,embryo loss
830,osteoporosis
831,polyarteritis nodosa
832,"tachycardia, paroxysmal"
833,tic disorders
834,"mammary neoplasms, animal"
835,motor skills disorders
836,chills
837,"dermatitis, exfoliative"
838,muscle spasticity
839,retinal diseases
840,unconsciousness
841,porphyria cutanea tarda
842,hyperhomocysteinemia
843,osteomyelitis
844,urinary bladder diseases
845,pyelonephritis
846,"micronuclei, chromosome-defective"
847,"anemia, megaloblastic"
848,keratitis
849,"lupus erythematosus, cutaneous"
850,malaria
851,erythema nodosum
852,oligospermia
853,"shock, septic"
854,hepatic veno-occlusive disease
855,pheochromocytoma
856,reflex sympathetic dystrophy
857,nocturnal enuresis
858,sensation disorders
859,mononeuropathies
860,burkitt lymphoma
861,recurrence
862,rhabdomyosarcoma
863,"leukemia, promyelocytic, acute"
864,precursor t-cell lymphoblastic leukemia-lymphoma
865,dissociative disorders
866,"cardiac output, low"
867,9606.ensp00000303211
868,9606.ensp00000264381
869,9606.ensp00000407546
870,9606.ensp00000355920
871,9606.ensp00000355930
872,9606.ensp00000275300
873,9606.ensp00000245407
874,9606.ensp00000200652
875,9606.ensp00000355536
876,9606.ensp00000325312
877,9606.ensp00000365777
878,9606.ensp00000307900
879,9606.ensp00000357844
880,9606.ensp00000287936
881,9606.ensp00000360317
882,9606.ensp00000256958
883,9606.ensp00000289575
884,9606.ensp00000478255
885,9606.ensp00000305974
886,9606.ensp00000367102
887,9606.ensp00000337335
888,9606.ensp00000359478
889,9606.ensp00000301891
890,9606.ensp00000237612
891,9606.ensp00000361666
892,9606.ensp00000441065
893,9606.ensp00000263817
894,9606.ensp00000261196
895,9606.ensp00000261707
896,9606.ensp00000262186
897,9606.ensp00000353820
898,9606.ensp00000342007
899,9606.ensp00000440689
900,9606.ensp00000369050
901,9606.ensp00000337915
902,9606.ensp00000222982
903,9606.ensp00000480571
904,9606.ensp00000260682
905,9606.ensp00000360372
906,9606.ensp00000324648
907,9606.ensp00000298472
908,9606.ensp00000270349
909,9606.ensp00000219833
910,9606.ensp00000368766
911,9606.ensp00000306662
912,9606.ensp00000280155
913,9606.ensp00000480573
914,9606.ensp00000386069
915,9606.ensp00000358301
916,9606.ensp00000305372
917,9606.ensp00000343782
918,9606.ensp00000354859
919,9606.ensp00000367309
920,9606.ensp00000340684
921,9606.ensp00000301141
922,9606.ensp00000359285
923,9606.ensp00000357461
924,9606.ensp00000385026
925,9606.ensp00000315602
926,9606.ensp00000312663
927,9606.ensp00000250699
928,9606.ensp00000261751
929,9606.ensp00000379683
930,9606.ensp00000332679
931,9606.ensp00000287820
932,9606.ensp00000223095
933,9606.ensp00000377424
934,9606.ensp00000355904
935,9606.ensp00000384851
936,9606.ensp00000310928
937,9606.ensp00000385523
938,9606.ensp00000381607
939,9606.ensp00000304845
940,9606.ensp00000418532
941,9606.ensp00000362508
942,9606.ensp00000303174
943,9606.ensp00000346768
944,9606.ensp00000343838
945,9606.ensp00000304811
946,9606.ensp00000341045
947,9606.ensp00000356205
948,9606.ensp00000336630
949,9606.ensp00000352608
950,9606.ensp00000478561
951,9606.ensp00000380247
952,9606.ensp00000349252
953,9606.ensp00000430432
954,9606.ensp00000295897
955,9606.ensp00000300738
956,9606.ensp00000354532
957,9606.ensp00000286648
958,9606.ensp00000365413
959,9606.ensp00000410257
960,9606.ensp00000303540
961,9606.ensp00000336528
962,9606.ensp00000283254
963,9606.ensp00000329374
964,9606.ensp00000285979
965,9606.ensp00000444149
966,9606.ensp00000405330
967,9606.ensp00000343925
968,9606.ensp00000399968
969,9606.ensp00000363822
970,9606.ensp00000369816
971,9606.ensp00000237014
972,9606.ensp00000354511
973,9606.ensp00000003100
974,9606.ensp00000262888
975,9606.ensp00000355759
976,9606.ensp00000361965
977,9606.ensp00000306490
978,9606.ensp00000399745
979,9606.ensp00000255380
980,9606.ensp00000394936
981,9606.ensp00000259396
982,9606.ensp00000390600
983,9606.ensp00000386306
984,9606.ensp00000275493
985,9606.ensp00000396320
986,9606.ensp00000394624
987,9606.ensp00000265572
988,9606.ensp00000234961
989,9606.ensp00000305221
990,9606.ensp00000364586
991,9606.ensp00000354612
992,9606.ensp00000356438
993,9606.ensp00000243167
994,9606.ensp00000459962
995,9606.ensp00000378972
996,9606.ensp00000286479
997,9606.ensp00000363748
998,9606.ensp00000358963
999,9606.ensp00000258400
1000,9606.ensp00000437737
1001,9606.ensp00000316244
1002,9606.ensp00000431418
1003,9606.ensp00000371985
1004,9606.ensp00000366506
1005,9606.ensp00000256906
1006,9606.ensp00000277010
1007,9606.ensp00000276198
1008,9606.ensp00000337949
1009,9606.ensp00000289753
1010,9606.ensp00000409378
1011,9606.ensp00000372750
1012,9606.ensp00000347754
1013,9606.ensp00000377353
1014,9606.ensp00000306129
1015,9606.ensp00000176183
1016,9606.ensp00000373169
1017,9606.ensp00000307766
1018,9606.ensp00000393097
1019,9606.ensp00000421828
1020,9606.ensp00000359337
1021,9606.ensp00000264318
1022,9606.ensp00000335592
1023,9606.ensp00000274545
1024,9606.ensp00000295454
1025,9606.ensp00000274547
1026,9606.ensp00000308725
1027,9606.ensp00000367848
1028,9606.ensp00000359353
1029,9606.ensp00000295452
1030,9606.ensp00000410732
1031,9606.ensp00000479113
1032,9606.ensp00000430100
1033,9606.ensp00000469332
1034,9606.ensp00000356729
1035,9606.ensp00000360247
1036,9606.ensp00000226021
1037,9606.ensp00000251595
1038,9606.ensp00000448059
1039,9606.ensp00000445306
1040,9606.ensp00000309741
1041,9606.ensp00000217159
1042,9606.ensp00000325120
1043,9606.ensp00000350815
1044,9606.ensp00000231509
1045,9606.ensp00000382342
1046,9606.ensp00000216540
1047,9606.ensp00000261937
1048,9606.ensp00000251849
1049,9606.ensp00000263923
1050,9606.ensp00000288602
1051,9606.ensp00000241453
1052,9606.ensp00000261799
1053,9606.ensp00000288135
1054,9606.ensp00000393312
1055,9606.ensp00000347942
1056,9606.ensp00000282397
1057,9606.ensp00000366084
1058,9606.ensp00000266376
1059,9606.ensp00000349320
1060,9606.ensp00000320025
1061,9606.ensp00000288139
1062,9606.ensp00000355192
1063,9606.ensp00000419692
1064,9606.ensp00000363817
1065,9606.ensp00000352900
1066,9606.ensp00000274192
1067,9606.ensp00000477587
1068,9606.ensp00000418081
1069,9606.ensp00000365441
1070,9606.ensp00000377840
1071,9606.ensp00000301050
1072,9606.ensp00000438949
1073,9606.ensp00000360423
1074,9606.ensp00000353362
1075,9606.ensp00000352011
1076,9606.ensp00000334198
1077,9606.ensp00000385019
1078,9606.ensp00000368727
1079,9606.ensp00000363832
1080,9606.ensp00000315644
1081,9606.ensp00000396308
1082,9606.ensp00000360939
1083,9606.ensp00000364212
1084,9606.ensp00000361608
1085,9606.ensp00000350024
1086,9606.ensp00000358513
1087,9606.ensp00000363596
1088,9606.ensp00000363512
1089,9606.ensp00000478492
1090,9606.ensp00000340409
1091,9606.ensp00000344220
1092,9606.ensp00000285379
1093,9606.ensp00000285381
1094,9606.ensp00000384881
1095,9606.ensp00000481732
1096,9606.ensp00000270570
1097,9606.ensp00000326671
1098,9606.ensp00000290349
1099,9606.ensp00000301071
1100,9606.ensp00000254066
1101,9606.ensp00000332296
1102,9606.ensp00000388510
1103,9606.ensp00000411532
1104,9606.ensp00000339001
1105,9606.ensp00000248437
1106,9606.ensp00000285238
1107,9606.ensp00000379038
1108,9606.ensp00000359211
1109,9606.ensp00000264220
1110,9606.ensp00000333926
1111,9606.ensp00000236959
1112,9606.ensp00000378230
1113,9606.ensp00000320634
1114,9606.ensp00000205557
1115,9606.ensp00000290866
1116,9606.ensp00000365686
1117,9606.ensp00000361850
1118,9606.ensp00000274093
1119,9606.ensp00000285930
1120,9606.ensp00000263025
1121,9606.ensp00000332812
1122,9606.ensp00000352584
1123,9606.ensp00000420168
1124,9606.ensp00000359663
1125,9606.ensp00000222382
1126,9606.ensp00000355995
1127,9606.ensp00000286621
1128,9606.ensp00000311095
1129,9606.ensp00000345708
1130,9606.ensp00000322924
1131,9606.ensp00000303960
1132,9606.ensp00000417085
1133,9606.ensp00000408695
1134,9606.ensp00000305355
1135,9606.ensp00000353720
1136,9606.ensp00000419422
1137,9606.ensp00000345096
1138,9606.ensp00000321584
1139,9606.ensp00000317842
1140,9606.ensp00000412673
1141,9606.ensp00000386029
1142,9606.ensp00000481321
1143,9606.ensp00000396704
1144,9606.ensp00000419970
1145,9606.ensp00000379822
1146,9606.ensp00000311291
1147,9606.ensp00000366109
1148,9606.ensp00000316786
1149,9606.ensp00000358421
1150,9606.ensp00000342850
1151,9606.ensp00000360522
1152,9606.ensp00000224356
1153,9606.ensp00000295256
1154,9606.ensp00000307259
1155,9606.ensp00000380281
1156,9606.ensp00000354632
1157,9606.ensp00000355231
1158,9606.ensp00000199936
1159,9606.ensp00000430684
1160,9606.ensp00000280612
1161,9606.ensp00000312286
1162,9606.ensp00000430656
1163,9606.ensp00000300900
1164,9606.ensp00000345659
1165,9606.ensp00000379563
1166,9606.ensp00000356959
1167,9606.ensp00000354558
1168,9606.ensp00000383003
1169,9606.ensp00000264498
1170,9606.ensp00000003084
1171,9606.ensp00000403644
1172,9606.ensp00000292513
1173,9606.ensp00000349003
1174,9606.ensp00000370254
1175,9606.ensp00000265421
1176,9606.ensp00000376776
1177,9606.ensp00000260191
1178,9606.ensp00000270142
1179,9606.ensp00000361140
1180,9606.ensp00000369927
1181,9606.ensp00000319788
1182,9606.ensp00000240662
1183,9606.ensp00000221700
1184,9606.ensp00000261187
1185,9606.ensp00000352516
1186,9606.ensp00000381185
1187,9606.ensp00000357712
1188,9606.ensp00000225275
1189,9606.ensp00000320866
1190,9606.ensp00000369822
1191,9606.ensp00000356436
1192,9606.ensp00000280097
1193,9606.ensp00000286628
1194,9606.ensp00000264637
1195,9606.ensp00000379904
1196,9606.ensp00000376432
1197,9606.ensp00000478570
1198,9606.ensp00000296526
1199,9606.ensp00000363089
1200,9606.ensp00000303522
1201,9606.ensp00000217133
1202,9606.ensp00000261622
1203,9606.ensp00000361423
1204,9606.ensp00000362680
1205,9606.ensp00000337825
1206,9606.ensp00000483570
1207,9606.ensp00000350896
1208,9606.ensp00000428924
1209,9606.ensp00000229795
1210,9606.ensp00000286301
1211,9606.ensp00000257290
1212,9606.ensp00000222381
1213,9606.ensp00000226730
1214,9606.ensp00000312304
1215,9606.ensp00000370129
1216,9606.ensp00000447149
1217,9606.ensp00000245312
1218,9606.ensp00000385216
1219,9606.ensp00000451828
1220,9606.ensp00000362608
1221,9606.ensp00000242057
1222,9606.ensp00000217244
1223,9606.ensp00000335153
1224,9606.ensp00000323929
1225,9606.ensp00000402373
1226,9606.ensp00000234071
1227,9606.ensp00000301633
1228,9606.ensp00000345728
1229,9606.ensp00000293288
1230,9606.ensp00000227507
1231,9606.ensp00000261254
1232,9606.ensp00000353864
1233,9606.ensp00000264613
1234,9606.ensp00000433560
1235,9606.ensp00000344456
1236,9606.ensp00000269571
1237,9606.ensp00000356771
1238,9606.ensp00000377284
1239,9606.ensp00000331358
1240,9606.ensp00000387662
1241,9606.ensp00000232424
1242,9606.ensp00000248553
1243,9606.ensp00000264832
1244,9606.ensp00000363689
1245,9606.ensp00000229135
1246,9606.ensp00000391826
1247,9606.ensp00000263341
1248,9606.ensp00000259206
1249,9606.ensp00000305651
1250,9606.ensp00000360266
1251,9606.ensp00000256078
1252,9606.ensp00000312652
1253,9606.ensp00000309757
1254,9606.ensp00000231751
1255,9606.ensp00000357643
1256,9606.ensp00000231790
1257,9606.ensp00000361405
